distance,velocity,density,pressure,gamma,quality,void_fraction,speed_of_sound,enthalpy,total_enthalpy,mach_number,mass_flow,area,area_slope,perimeter,diameter,stress_wall,determinant_D,determinant_N1,determinant_N2,determinant_N3
0.09067001135158086,69.70218566176867,667.9981819240097,10357309.97416543,0.01497459166748444,0.021077569870285796,0.004029876200995325,454.9403953214325,1450694.26835107,1453123.4656940838,0.15321168746187389,14.818324745108567,0.0003182566090376074,0.0,0.06324026011676254,0.02013,6746.555788797171,-30368391.456375584,65848870687356.445,-539875085.3978957,37630473436.56734
0.09219449348072271,69.72941910768263,667.7209997598923,10353997.068033395,0.016758429574864023,0.021181692751597272,0.004509270233926268,437.7293821742835,1450692.3697495363,1453123.4656940836,0.15929800910627384,14.817963250496248,0.0003182566090376074,0.0,0.06324026011676254,0.02013,6754.4284909816,-30295432.988669075,65981848822626.33,-543827120.4730964,37920749205.59275
0.10723841524184552,70.01267975148434,664.8603253847564,10320497.977904648,0.034294472912392196,0.022233038236596996,0.009455932036119653,332.9389775841671,1450672.578031092,1453123.4656940838,0.2102868227069782,14.814416471979216,0.0003182566090376074,0.0,0.06324026011676254,0.02013,6836.605931806204,-29570284.79175333,67325530631771.16,-583358770.9188575,40842510808.56149
0.19934879510952208,72.44239097544371,641.6549533513738,10076361.153535975,0.13884714437255177,0.029817029434822777,0.04947028455692123,179.02783844134817,1450499.515765438,1453123.4657705575,0.4046431639131742,14.793528005410474,0.0003182566090376074,0.0,0.06324026011676254,0.02013,7565.29953544357,-24897054.011969216,77094581093898.36,-853368093.9385557,61820025107.06602
0.28459912901367895,76.28879191552319,608.5703024261489,9760070.18347691,0.23104577060172432,0.03946011504859551,0.10604560593025972,142.57991574955614,1450213.4761157269,1453123.4660016918,0.5350598751196182,14.775729239042935,0.0003182566090376074,0.0,0.06324026011676254,0.02013,8813.428577678435,-20075511.056734443,89877787532492.05,-1178611368.8627925,89914837468.44353
0.35667897975936075,81.90780746339934,566.3309367009232,9360144.255572492,0.3055812192610723,0.05139975379531797,0.1773280924100523,127.60030047072851,1449769.0221431684,1453123.466604899,0.641909205238815,14.762945557254252,0.0003182566090376074,0.0,0.06324026011676254,0.02013,10859.34583523924,-15304051.583356027,106736205643796.22,-1589078424.5055792,130157929638.64494
0.4112850809491162,89.69563506405598,516.9735185393175,8865685.298379304,0.3602331651566263,0.06582958957788944,0.25911985993855635,121.42391453168574,1449100.8145989825,1453123.4680737546,0.7386982655764222,14.757644271885008,0.0003182566090376074,0.0,0.06324026011676254,0.02013,14159.736712621769,-10689072.131068079,129437612150174.98,-2142800052.5824928,192199811531.67923
0.44616578541897167,100.01375411971583,463.8229831659649,8273915.124643808,0.3946754614118599,0.08270167191313801,0.3451547804385392,119.93892752675366,1448122.0957628714,1453123.4712694308,0.8338723397156165,14.763503292276434,0.0003182566090376074,0.0,0.06324026011676254,0.02013,19421.69068863229,-6280602.570720296,160446220748969.34,-2936229117.908941,293663297037.6949
0.46093212496059716,111.28301715302601,417.3709686538135,7685855.776916398,0.40936780831826197,0.09912900635901195,0.4183756552789197,120.82172131086618,1446931.5188729134,1453123.4738262538,0.9210514131536189,14.781842151626797,0.0003182566090376074,0.0,0.06324026011676254,0.02013,26407.148175900013,-2588301.8681779034,196703836856000.88,-3942664556.5858717,438751607479.1733
0.46309999996608137,115.9796413030546,400.76255739001135,7455655.398177774,0.4115612083086579,0.10548673164710201,0.4440609940556438,121.44363023126336,1446397.822571716,1453123.4611701088,0.9550080237406956,14.792661918353339,0.0003182566090376074,0.0,0.06324026011676254,0.02013,29719.562821657488,-1253871.8087071108,212699595642339.06,-4416813846.601569,512260485631.21484
